,FR [EUR/EURavg],,,DE  [EUR/EURavg],,,IT  [EUR/EURavg],,,FR-real [EUR/MWh],,,DE-real [EUR/MWh],,,IT-real [EUR/MWh],,
4617,0.53180,0.85493,0.98209,0.66585,0.90738,1.29166,0.84256,1.25216,1.44408,20.36,31.33,44.16,21.06,26.28,44.16,44.64,53.4,79.52
4618,0.65926,0.97963,0.97631,0.72656,0.86008,1.28406,0.84010,1.28498,1.36200,25.24,35.9,43.9,22.98,24.91,43.9,44.51,54.8,75
4619,0.69270,0.91332,0.91337,0.76134,0.76271,1.20128,0.83123,1.22636,1.11974,26.52,33.47,41.07,24.08,22.09,41.07,44.04,52.3,61.66
4620,0.64281,0.86748,0.88735,0.72466,0.70436,1.16706,0.78480,1.21792,1.30752,24.61,31.79,39.9,22.92,20.4,39.9,41.58,51.94,72
4621,0.53702,0.93679,0.82886,0.61400,0.69331,1.09013,0.78480,1.39519,1.32568,20.56,34.33,37.27,19.42,20.08,37.27,41.58,59.5,73
4622,0.54329,0.87648,0.75458,0.63487,0.70229,0.99244,0.84539,1.30046,1.37889,20.8,32.12,33.93,20.08,20.34,33.93,44.79,55.46,75.93
4623,0.62452,0.75232,0.71589,0.75596,0.76754,0.94154,0.86162,1.56730,1.74336,23.91,27.57,32.19,23.91,22.23,32.19,45.65,66.84,96
4624,0.71725,0.72367,0.74035,0.85587,0.87872,0.97372,0.88729,1.41934,1.62986,27.46,26.52,33.29,27.07,25.45,33.29,47.01,60.53,89.75
4625,0.78438,0.87266,0.73434,0.94946,0.99439,0.96377,0.89843,1.58747,1.56575,30.03,31.98,33.02,30.03,28.8,32.95,47.6,67.7,86.22
4626,0.93352,0.93870,0.79839,1.12999,1.07898,0.96260,1.03810,1.68689,1.50710,35.74,34.4,35.9,35.74,31.25,32.91,55,71.94,82.99
4627,0.95546,0.85902,0.77660,1.15655,1.08692,0.89211,1.13247,1.69909,1.36200,36.58,31.48,34.92,36.58,31.48,30.5,60,72.46,75
4628,0.95598,0.81918,0.75036,1.15718,1.03651,0.89504,1.26459,1.72347,1.34801,36.6,30.02,33.74,36.6,30.02,30.6,67,73.5,74.23
4629,1.04453,0.96599,0.94495,1.26436,0.98403,0.88012,1.14304,1.69909,0.99880,39.99,35.4,42.49,39.99,28.5,30.09,60.56,72.46,55
4630,1.00535,0.87294,0.91048,1.21694,0.93120,0.81372,1.01696,1.41864,0.91980,38.49,31.99,40.94,38.49,26.97,27.82,53.88,60.5,50.65
4631,0.84210,0.80635,0.74991,1.01933,0.86629,0.76107,0.98582,1.25192,0.94795,32.24,29.55,33.72,32.24,25.09,26.02,52.23,53.39,52.2
4632,0.75591,0.68356,0.70721,0.91500,0.82797,0.71281,0.93504,1.17243,0.89402,28.94,25.05,31.8,28.94,23.98,24.37,49.54,50,49.23
4633,0.70158,0.65436,0.68631,0.84923,0.77307,0.67391,0.84935,1.05519,0.82519,26.86,23.98,30.86,26.86,22.39,23.04,45,45,45.44
4634,0.64751,0.61643,0.64027,0.78379,0.77997,0.72422,0.81160,1.00829,0.81974,24.79,22.59,28.79,24.79,22.59,24.76,43,43,45.14
4635,0.65247,0.61616,0.60802,0.78979,0.77963,0.77365,0.82123,0.93630,0.81974,24.98,22.58,27.34,24.98,22.58,26.45,43.51,39.93,45.14
4636,0.71646,0.66882,0.62470,0.86725,0.84626,0.82162,0.88484,0.95295,0.82029,27.43,24.51,28.09,27.43,24.51,28.09,46.88,40.64,45.17
4637,0.95102,0.77852,0.69075,1.15465,0.98506,0.90849,0.98582,1.14922,0.82519,36.41,28.53,31.06,36.52,28.53,31.06,52.23,49.01,45.44
4638,1.11819,0.95971,0.84776,1.41676,1.16115,1.11499,1.03810,1.54620,0.95140,42.81,35.17,38.12,44.81,33.63,38.12,55,65.94,52.39
4639,1.15711,0.96135,0.81685,1.44932,1.20638,1.07434,1.24553,2.08317,1.30861,44.3,35.23,36.73,45.84,34.94,36.73,65.99,88.84,72.06
4640,1.17931,1.07814,0.80217,1.45343,1.10418,1.05503,1.24591,2.14344,1.25631,45.15,39.51,36.07,45.97,31.98,36.07,66.01,91.41,69.18
4641,1.13778,1.06777,0.78994,1.47620,1.10349,1.03895,1.31461,2.04495,1.27120,43.56,39.13,35.52,46.69,31.96,35.52,69.65,87.21,70
4642,1.36815,1.17256,0.77749,1.65610,1.12904,1.02257,1.31329,1.99243,1.18185,52.38,42.97,34.96,52.38,32.7,34.96,69.58,84.97,65.08
4643,1.28640,1.06832,0.81263,1.67159,1.08554,0.88509,1.14096,1.77436,1.04238,49.25,39.15,36.54,52.87,31.44,30.26,60.45,75.67,57.4
4644,1.17434,1.06341,0.84643,1.50718,1.03547,0.87866,1.17739,1.64140,1.16224,44.96,38.97,38.06,47.67,29.99,30.04,62.38,70,64
4645,1.20517,0.98618,0.84688,1.52362,1.04342,0.85029,1.28215,1.98305,1.25613,46.14,36.14,38.08,48.19,30.22,29.07,67.93,84.57,69.17
4646,1.20334,0.88631,0.78372,1.48790,1.05032,0.88538,1.37954,2.33900,1.30752,46.07,32.48,35.24,47.06,30.42,30.27,73.09,99.75,72
4647,1.20099,0.89613,0.74413,1.45375,1.04687,0.97869,1.32688,3.46945,1.49892,45.98,32.84,33.46,45.98,30.32,33.46,70.3,147.96,82.54
4648,1.17461,0.88603,0.84688,1.42182,1.10177,1.11382,1.34462,2.24638,1.45007,44.97,32.47,38.08,44.97,31.91,38.08,71.24,95.8,79.85
4649,1.22058,1.03448,0.91960,1.47746,1.14044,1.20947,1.15153,2.18025,1.37889,46.73,37.91,41.35,46.73,33.03,41.35,61.01,92.98,75.93
4650,1.22815,1.04867,1.04125,1.48663,1.16046,1.36947,1.30933,2.17884,1.18185,47.02,38.43,46.82,47.02,33.61,46.82,69.37,92.92,65.08
4651,1.16546,0.90213,1.00277,1.41075,1.14147,1.31886,1.37312,2.04706,1.18040,44.62,33.06,45.09,44.62,33.06,45.09,72.75,87.3,65
4652,1.10069,0.91878,0.95474,1.33234,1.16253,1.25568,1.41502,2.03979,1.18040,42.14,33.67,42.93,42.14,33.67,42.93,74.97,86.99,65
4653,1.11270,0.95698,0.93694,1.42213,1.15252,1.23228,1.23741,1.80320,0.99880,42.6,35.07,42.13,44.98,33.38,42.13,65.56,76.9,55
4654,0.99098,0.93706,0.84776,1.06771,1.06482,1.11499,1.05093,1.40692,0.91980,37.94,34.34,38.12,33.77,30.84,38.12,55.68,60,50.65
4655,0.84706,0.76269,0.77015,1.02534,0.96504,1.00619,1.38614,1.07864,1.03239,32.43,27.95,34.63,32.43,27.95,34.4,73.44,46,56.85
4656,0.74363,0.74114,0.71922,0.90014,0.93776,0.94593,1.15890,1.02447,0.90564,28.47,27.16,32.34,28.47,27.16,32.34,61.4,43.69,49.87
4657,0.72900,0.71085,0.67519,0.88243,0.89944,0.88802,1.09189,0.94967,0.86841,27.91,26.05,30.36,27.91,26.05,30.36,57.85,40.5,47.82
4658,0.55583,0.68219,0.64672,0.83469,0.86318,0.85058,1.04810,0.91426,0.80794,21.28,25,29.08,26.4,25,29.08,55.53,38.99,44.49
4659,0.49262,0.68492,0.65628,0.85145,0.86664,0.86433,1.04244,0.89972,0.80812,18.86,25.1,29.51,26.93,25.1,29.55,55.23,38.37,44.5
4660,0.51247,0.71439,0.67541,0.88622,0.90393,0.88948,1.09472,0.93794,0.80794,19.62,26.18,30.37,28.03,26.18,30.41,58,40,44.49
4661,0.48635,0.86912,0.69965,1.10786,1.09970,1.16823,1.14210,0.95436,0.81720,18.62,31.85,31.46,35.04,31.85,39.94,60.51,40.7,45
4662,0.66083,0.95344,0.74502,1.58401,1.20638,1.31594,1.17022,1.15836,0.95812,25.3,34.94,33.5,50.1,34.94,44.99,62,49.4,52.76
4663,0.78856,1.10297,0.77660,1.90176,1.39559,1.34548,1.50317,1.40692,1.19765,30.19,40.42,34.92,60.15,40.42,46,79.64,60,65.95
4664,0.93012,1.20530,0.77193,1.73735,1.40250,1.26709,1.50996,1.30984,1.18040,35.61,44.17,34.71,54.95,40.62,43.32,80,55.86,65
4665,1.06516,1.21431,0.80195,1.70226,1.35900,1.21737,1.45598,1.22683,1.30116,40.78,44.5,36.06,53.84,39.36,41.62,77.14,52.32,71.65
4666,1.13673,1.20039,0.84599,1.69435,1.36935,1.13898,1.45787,1.23011,1.21672,43.52,43.99,38.04,53.59,39.66,38.94,77.24,52.46,67
4667,1.30573,1.10816,0.82508,1.58053,1.24402,1.08516,1.26365,1.13726,1.12592,49.99,40.61,37.1,49.99,36.03,37.1,66.95,48.5,62
4668,1.16755,1.06231,0.79995,1.42213,1.24471,1.05211,1.36085,1.07864,1.08016,44.7,38.93,35.97,44.98,36.05,35.97,72.1,46,59.48
4669,0.91733,1.00883,0.70966,1.28966,1.22089,0.93335,1.48675,1.24301,1.18040,35.12,36.97,31.91,40.79,35.36,31.91,78.77,53.01,65
4670,0.81128,0.91496,0.67474,1.21789,1.13491,0.88743,1.54280,1.25473,1.27120,31.06,33.53,30.34,38.52,32.87,30.34,81.74,53.51,70
4671,0.81415,0.87157,0.69587,1.21757,1.10280,0.91522,1.47202,1.51830,1.27120,31.17,31.94,31.29,38.51,31.94,31.29,77.99,64.75,70
4672,0.83818,0.89886,0.73479,1.32602,1.13733,1.07989,1.48240,1.17243,1.18040,32.09,32.94,33.04,41.94,32.94,36.92,78.54,50,65
4673,0.98315,0.93379,0.68942,1.35700,1.18152,1.19719,1.41540,1.17243,1.08415,37.64,34.22,31,42.92,34.22,40.93,74.99,50,59.7
4674,1.19890,0.95671,0.81441,1.45122,1.21053,1.25656,1.40370,1.24301,1.15098,45.9,35.06,36.62,45.9,35.06,42.96,74.37,53.01,63.38
4675,1.23599,0.90077,0.86667,1.49612,1.13975,1.16092,1.41559,1.38347,1.02259,47.32,33.01,38.97,47.32,33.01,39.69,75,59,56.31
4676,1.20412,0.84074,0.86956,1.45754,1.06379,1.14366,1.50940,1.28686,1.08960,46.1,30.81,39.1,46.1,30.81,39.1,79.97,54.88,60
4677,1.27099,0.93133,0.88313,1.48252,1.08416,1.16150,1.41559,1.06879,0.99880,48.66,34.13,39.71,46.89,31.4,39.71,75,45.58,55
4678,1.03486,0.84265,0.82553,1.17078,0.96193,1.07200,1.16531,1.00806,0.91980,39.62,30.88,37.12,37.03,27.86,36.65,61.74,42.99,50.65
4679,1.12472,0.82846,0.76881,1.36143,0.81001,1.01116,1.58546,0.91684,0.98391,43.06,30.36,34.57,43.06,23.46,34.57,84,39.1,54.18
4680,0.88912,0.77770,0.69120,1.14232,0.80241,0.90908,1.30933,0.83055,0.89402,34.04,28.5,31.08,36.13,23.24,31.08,69.37,35.42,49.23
4681,0.76792,0.70102,0.68542,0.98234,0.76305,0.90147,1.14304,0.80569,0.89020,29.4,25.69,30.82,31.07,22.1,30.82,60.56,34.36,49.02
4682,0.66736,0.60251,0.66740,0.94883,0.75373,0.87778,1.13247,0.80311,0.80921,25.55,22.08,30.01,30.01,21.83,30.01,60,34.25,44.56
4683,0.73527,0.58369,0.65384,0.94883,0.72715,0.85994,1.13247,0.80077,0.79577,28.15,21.39,29.4,30.01,21.06,29.4,60,34.15,43.82
4684,0.95651,0.60606,0.64872,1.15781,0.76133,0.85321,1.14304,0.80124,0.77361,36.62,22.21,29.17,36.62,22.05,29.17,60.56,34.17,42.6
4685,1.17330,0.65654,0.67741,1.42024,0.83073,0.89094,1.27818,0.86736,0.75763,44.92,24.06,30.46,44.92,24.06,30.46,67.72,36.99,41.72
4686,1.39218,0.80281,0.68542,1.77846,1.01579,0.90147,1.48052,1.05519,0.75763,53.3,29.42,30.82,56.25,29.42,30.82,78.44,45,41.72
4687,1.41073,0.87457,0.71033,1.70763,1.10660,0.93423,1.89123,1.13960,0.77053,54.01,32.05,31.94,54.01,32.05,31.94,100.2,48.6,42.43
4688,1.53114,0.84647,0.75191,1.85339,1.07104,0.98893,1.93237,1.21229,0.76054,58.62,31.02,33.81,58.62,31.02,33.81,102.38,51.7,41.88
4689,1.51024,0.81318,0.74346,1.82809,1.02891,0.97781,1.78817,1.07629,0.74456,57.82,29.8,33.43,57.82,29.8,33.43,94.74,45.9,41
4690,1.54864,0.83037,0.73523,1.87457,1.05067,0.96699,1.72683,1.05519,0.73348,59.29,30.43,33.06,59.29,30.43,33.06,91.49,45,40.39
4691,1.36659,0.82191,0.71655,1.65420,0.95226,0.94242,1.56621,1.00829,0.70007,52.32,30.12,32.22,52.32,27.58,32.22,82.98,43,38.55
4692,1.22737,0.68383,0.68408,1.48568,0.86525,0.89972,1.60433,1.00806,0.68790,46.99,25.06,30.76,46.99,25.06,30.76,85,42.99,37.88
4693,1.20334,0.61507,0.64650,1.45659,0.77825,0.85029,1.77722,1.07395,0.67119,46.07,22.54,29.07,46.07,22.54,29.07,94.16,45.8,36.96
4694,1.18140,0.56349,0.63694,1.43004,0.71299,0.83771,1.77628,1.09739,0.68082,45.23,20.65,28.64,45.23,20.65,28.64,94.11,46.8,37.49
4695,1.18949,0.56377,0.64583,1.43984,0.71333,0.84941,1.73060,1.17946,0.68972,45.54,20.66,29.04,45.54,20.66,29.04,91.69,50.3,37.98
4696,1.30442,0.63772,0.68898,1.57895,0.76271,0.90615,1.77628,1.09270,0.76926,49.94,23.37,30.98,49.94,22.09,30.98,94.11,46.6,42.36
4697,1.47211,0.70976,0.78305,1.78193,0.88873,1.02988,1.63491,1.15602,0.80703,56.36,26.01,35.21,56.36,25.74,35.21,86.62,49.3,44.44
4698,1.54498,0.78998,0.83487,1.87014,0.99957,1.09803,1.60433,1.21815,0.84135,59.15,28.95,37.54,59.15,28.95,37.54,85,51.95,46.33
4699,1.43580,0.81481,0.82286,1.73799,0.96435,1.08223,1.57187,1.19940,0.84444,54.97,29.86,37,54.97,27.93,37,83.28,51.15,46.5
4700,1.36711,0.75587,0.82063,1.65483,0.88563,1.07931,1.63434,1.28053,0.89311,52.34,27.7,36.9,52.34,25.65,36.9,86.59,54.61,49.18
4701,1.40994,0.85384,0.84465,1.70669,0.88252,1.11090,1.60433,1.05519,0.82374,53.98,31.29,37.98,53.98,25.56,37.98,85,45,45.36
4702,1.16834,0.80281,0.80084,1.41423,0.75442,1.05328,1.41502,0.96772,0.80794,44.73,29.42,36.01,44.73,21.85,36.01,74.97,41.27,44.49
4703,1.11871,0.61561,0.77059,1.26500,0.65326,1.01350,1.65020,0.91473,0.79904,42.83,22.56,34.65,40.01,18.92,34.65,87.43,39.01,44
4704,0.96356,0.56677,0.66829,1.15212,0.68606,0.87895,1.50996,0.80593,0.70297,36.89,20.77,30.05,36.44,19.87,30.05,80,34.37,38.71
4705,0.91445,0.49991,0.63783,1.05474,0.58765,0.83888,1.30933,0.76935,0.70279,35.01,18.32,28.68,33.36,17.02,28.68,69.37,32.81,38.7
4706,0.83583,0.39758,0.61781,1.00732,0.45438,0.81255,1.26233,0.76935,0.67900,32,14.57,27.78,31.86,13.16,27.78,66.88,32.81,37.39
4707,0.86665,0.43797,0.61648,0.98930,0.51998,0.81080,1.25421,0.76184,0.68990,33.18,16.05,27.72,31.29,15.06,27.72,66.45,32.49,37.99
4708,0.99412,0.53702,0.60936,1.20334,0.65188,0.80144,1.24572,0.76958,0.67991,38.06,19.68,27.4,38.06,18.88,27.4,66,32.82,37.44
4709,1.12550,0.63963,0.61225,1.36238,0.80932,0.80524,1.30933,0.84626,0.61580,43.09,23.44,27.53,43.09,23.44,27.53,69.37,36.09,33.91
4710,1.46062,0.79353,0.61381,1.76802,1.00405,0.80729,1.43446,1.01298,0.63215,55.92,29.08,27.6,55.92,29.08,27.6,76,43.2,34.81
4711,1.42039,0.82082,0.60936,1.71933,1.03858,0.80144,1.55715,1.05753,0.60509,54.38,30.08,27.4,54.38,30.08,27.4,82.5,45.1,33.32
4712,1.40733,0.88358,0.63360,1.70352,1.09866,0.83332,1.58489,1.06058,0.54643,53.88,32.38,28.49,53.88,31.82,28.49,83.97,45.23,30.09
4713,1.37129,0.89695,0.64472,1.65989,1.03375,0.84795,1.52865,1.01063,0.52646,52.5,32.87,28.99,52.5,29.94,28.99,80.99,43.1,28.99
4714,1.43215,0.90923,0.64472,1.64598,1.02650,0.84795,1.54847,1.01368,0.52646,54.83,33.32,28.99,52.06,29.73,28.99,82.04,43.23,28.99
4715,1.34256,0.83501,0.66184,1.45375,0.94570,0.87047,1.38652,0.92364,0.54044,51.4,30.6,29.76,45.98,27.39,29.76,73.46,39.39,29.76
4716,1.30285,0.69802,0.59935,1.35668,0.82175,0.78828,1.56149,0.91426,0.48941,49.88,25.58,26.95,42.91,23.8,26.95,82.73,38.99,26.95
4717,1.27020,0.66364,0.57800,1.32823,0.79171,0.76020,1.61113,0.93794,0.47198,48.63,24.32,25.99,42.01,22.93,25.99,85.36,40,25.99
4718,1.23390,0.64126,0.56088,1.33013,0.76029,0.73767,1.66171,0.98015,0.45799,47.24,23.5,25.22,42.07,22.02,25.22,88.04,41.8,25.22
4719,1.24435,0.64399,0.61269,1.32949,0.78791,0.80583,1.67606,0.99703,0.50031,47.64,23.6,27.55,42.05,22.82,27.55,88.8,42.52,27.55
4720,1.39819,0.75614,0.63538,1.56125,0.95675,0.83566,1.60433,0.94170,0.54680,53.53,27.71,28.57,49.38,27.71,28.57,85,40.16,30.11
4721,1.46636,0.87103,0.70699,1.77498,1.10211,0.92984,1.60433,0.97148,0.72640,56.14,31.92,31.79,56.14,31.92,31.79,85,41.43,40
4722,1.45304,0.94607,0.78750,1.75885,1.19706,1.03573,1.60811,0.99938,0.83590,55.63,34.67,35.41,55.63,34.67,35.41,85.2,42.62,46.03
4723,1.39610,0.89313,0.81507,1.68993,1.13008,1.07200,1.60433,0.98390,0.89311,53.45,32.73,36.65,53.45,32.73,36.65,85,41.96,49.18
4724,1.33759,0.88003,0.82597,1.61911,1.11351,1.08633,1.69965,0.94662,0.90564,51.21,32.25,37.14,51.21,32.25,37.14,90.05,40.37,49.87
4725,1.31853,0.95344,0.91226,1.59603,1.20638,1.19982,1.60433,0.92903,0.86205,50.48,34.94,41.02,50.48,34.94,41.02,85,39.62,47.47
4726,1.04296,0.94689,0.86267,1.26247,1.16633,1.13459,1.45070,0.86291,0.81720,39.93,34.7,38.79,39.93,33.78,38.79,76.86,36.8,45
4727,0.97975,0.75123,0.92783,1.17678,0.95054,0.92048,1.59829,0.73957,0.75763,37.51,27.53,41.72,37.22,27.53,31.47,84.68,31.54,41.72
4728,0.89460,0.65000,0.81463,1.08288,0.82244,0.88070,1.43446,0.72058,0.69044,34.25,23.82,36.63,34.25,23.82,30.11,76,30.73,38.02
4729,0.85960,0.62762,0.65206,1.04052,0.79413,0.85760,1.31688,0.69267,0.63106,32.91,23,29.32,32.91,23,29.32,69.77,29.54,34.75
4730,0.78385,0.60033,0.61314,0.94883,0.75960,0.80641,1.17286,0.69267,0.58820,30.01,22,27.57,30.01,22,27.57,62.14,29.54,32.39
4731,0.78203,0.59788,0.62092,0.94661,0.75649,0.81665,1.20004,0.61646,0.61108,29.94,21.91,27.92,29.94,21.91,27.92,63.58,26.29,33.65
4732,0.81259,0.59460,0.64961,0.98360,0.75235,0.85438,1.19853,0.58598,0.65884,31.11,21.79,29.21,31.11,21.79,29.21,63.5,24.99,36.28
4733,1.01240,0.60060,0.76237,1.22547,0.75995,1.07902,1.30140,0.56253,0.77452,38.76,22.01,34.28,38.76,22.01,36.89,68.95,23.99,42.65
4734,1.18270,0.61316,0.82953,1.43162,0.77583,1.25276,1.41219,0.58598,0.85334,45.28,22.47,37.3,45.28,22.47,42.83,74.82,24.99,46.99
4735,1.20255,0.64208,0.93650,1.45565,0.80587,1.25685,1.57074,0.68282,0.99880,46.04,23.53,42.11,46.04,23.34,42.97,83.22,29.12,55
4736,1.17461,0.73322,0.94073,1.42182,0.79275,1.23726,1.61377,0.66922,0.99880,44.97,26.87,42.3,44.97,22.96,42.3,85.5,28.54,55
4737,1.18949,0.73049,0.94295,1.38830,0.75926,1.24018,1.59829,0.62772,0.94613,45.54,26.77,42.4,43.91,21.99,42.4,84.68,26.77,52.1
4738,1.16703,0.72094,0.95051,1.32949,0.75718,1.25013,1.64189,0.61951,0.99880,44.68,26.42,42.74,42.05,21.93,42.74,86.99,26.42,55
4739,1.21770,0.69366,0.91248,1.04146,0.79033,1.19485,1.44503,0.59606,0.91708,46.62,25.42,41.03,32.94,22.89,40.85,76.56,25.42,50.5
4740,1.19315,0.63008,0.93783,0.94092,0.75891,1.08077,1.59225,0.54143,0.94686,45.68,23.09,42.17,29.76,21.98,36.95,84.36,23.09,52.14
4741,1.19524,0.62598,0.85155,0.94598,0.75718,1.05240,1.64642,0.53791,1.03512,45.76,22.94,38.29,29.92,21.93,35.98,87.23,22.94,57
4742,1.11793,0.61807,0.79884,0.94693,0.76685,1.03251,1.67832,0.53111,1.18403,42.8,22.65,35.92,29.95,22.21,35.3,88.92,22.65,65.2
4743,1.08110,0.64181,0.80284,0.96590,0.80656,1.05123,1.71871,0.55151,1.45280,41.39,23.52,36.1,30.55,23.36,35.94,91.06,23.52,80
4744,1.04348,0.69256,0.88824,1.15718,0.87630,1.16823,1.62453,0.59513,1.33857,39.95,25.38,39.94,36.6,25.38,39.94,86.07,25.38,73.71
4745,1.15136,0.82682,0.93517,1.29187,1.04618,1.22994,1.55620,0.71049,1.07870,44.08,30.3,42.05,40.86,30.3,42.05,82.45,30.3,59.4
4746,1.20908,0.90213,0.99966,1.43699,1.10211,1.31477,1.61377,0.82047,1.00461,46.29,33.06,44.95,45.45,31.92,44.95,85.5,34.99,55.32
4747,1.16781,0.83528,0.97386,1.41360,1.05688,1.28084,1.60433,0.83360,0.96248,44.71,30.61,43.79,44.71,30.61,43.79,85,35.55,53
4748,1.22528,0.84565,0.91137,1.48315,1.07000,1.19865,1.60433,0.82047,0.99880,46.91,30.99,40.98,46.91,30.99,40.98,85,34.99,55
4749,1.28823,0.87758,0.91070,1.48884,1.11040,1.19777,1.60415,0.76888,0.89057,49.32,32.16,40.95,47.09,32.16,40.95,84.99,32.79,49.04
4750,1.19733,0.89504,0.78727,1.32697,0.95917,1.03544,1.46957,0.76911,0.86205,45.84,32.8,35.4,41.97,27.78,35.4,77.86,32.8,47.47
4751,1.09311,0.72968,0.74924,1.32317,0.84696,0.98542,1.32122,0.81601,0.78905,41.85,26.74,33.69,41.85,24.53,33.69,70,34.8,43.45
4752,0.99725,0.61016,0.69342,1.20714,0.72645,0.91200,1.31650,0.75575,0.75055,38.18,22.36,31.18,38.18,21.04,31.18,69.75,32.23,41.33
4753,0.91524,0.58560,0.66385,1.10786,0.72611,0.87310,1.26440,0.73722,0.71895,35.04,21.46,29.85,35.04,21.03,29.85,66.99,31.44,39.59
4754,0.87005,0.55039,0.65740,1.05316,0.69642,0.86462,1.18909,0.70346,0.71750,33.31,20.17,29.56,33.31,20.17,29.56,63,30,39.51
4755,0.83792,0.53866,0.67341,1.01427,0.67570,0.88568,1.16947,0.68001,0.71768,32.08,19.74,30.28,32.08,19.57,30.28,61.96,29,39.52
4756,0.81572,0.52938,0.71055,0.98740,0.66983,0.93628,1.14304,0.65633,0.72767,31.23,19.4,31.95,31.23,19.4,32.01,60.56,27.99,40.07
4757,0.80214,0.51874,0.80684,0.97096,0.65636,1.10329,1.06981,0.51517,0.79831,30.71,19.01,36.28,30.71,19.01,37.72,56.68,21.97,43.96
4758,0.89930,0.57195,0.89936,1.08857,0.72369,1.19660,1.11001,0.51517,0.90527,34.43,20.96,40.44,34.43,20.96,40.91,58.81,21.97,49.85
4759,0.96460,0.57659,0.95362,1.16762,0.72956,1.25422,1.18343,0.49547,1.18040,36.93,21.13,42.88,36.93,21.13,42.88,62.7,21.13,65
4760,1.09520,0.60852,0.94362,1.32570,0.76996,1.24106,1.17116,0.52290,1.14608,41.93,22.3,42.43,41.93,22.3,42.43,62.05,22.3,63.11
4761,0.96434,0.60797,1.04125,1.16730,0.71713,1.22117,1.14304,0.52243,1.10776,36.92,22.28,46.82,36.92,20.77,41.75,60.56,22.28,61
4762,0.98942,0.63417,1.08928,1.15623,0.75926,1.13839,1.13228,0.54495,0.96248,37.88,23.24,48.98,36.57,21.99,38.92,59.99,23.24,53
4763,1.01214,0.62243,1.04392,1.10818,0.72611,0.99946,1.06169,0.53486,0.85624,38.75,22.81,46.94,35.05,21.03,34.17,56.25,22.81,47.15
4764,0.92595,0.52092,0.95740,0.98835,0.55900,0.99800,1.04829,0.44763,0.87168,35.45,19.09,43.05,31.26,16.19,34.12,55.54,19.09,48
4765,0.94789,0.49282,0.89447,1.00289,0.45093,0.98542,1.03036,0.42348,1.01678,36.29,18.06,40.22,31.72,13.06,33.69,54.59,18.06,55.99
4766,0.84941,0.47863,0.84599,1.02818,0.45093,1.01262,1.01413,0.41129,1.13718,32.52,17.54,38.04,32.52,13.06,34.62,53.73,17.54,62.62
4767,0.89669,0.49145,0.86667,1.08541,0.44955,1.12816,1.05112,0.42231,1.19947,34.33,18.01,38.97,34.33,13.02,38.57,55.69,18.01,66.05
4768,0.99516,0.59269,0.95563,1.20461,0.69158,1.25685,1.14304,0.54870,1.16587,38.1,21.72,42.97,38.1,20.03,42.97,60.56,23.4,64.2
4769,1.13281,0.64972,1.02234,1.37123,0.77341,1.33934,1.24572,0.69877,1.08960,43.37,23.81,45.97,43.37,22.4,45.79,66,29.8,60
4770,1.22580,0.81563,1.04125,1.48379,0.94501,1.37151,1.41559,0.84392,1.08960,46.93,29.89,46.82,46.93,27.37,46.89,75,35.99,60
4771,1.19942,0.91059,0.97675,1.45185,0.96918,1.28610,1.40521,0.93794,1.11593,45.92,33.37,43.92,45.92,28.07,43.97,74.45,40,61.45
4772,1.17330,0.89422,0.91070,1.42024,1.03893,1.25744,1.41502,0.96116,1.10885,44.92,32.77,40.95,44.92,30.09,42.99,74.97,40.99,61.06
4773,1.37285,1.10188,0.91159,1.48410,1.05550,1.19426,1.41502,0.94685,0.91635,52.56,40.38,40.99,46.94,30.57,40.83,74.97,40.38,50.46
4774,1.28013,0.91169,0.80484,1.35953,1.00129,0.99302,1.24553,0.89058,0.89057,49.01,33.41,36.19,43,29,33.95,65.99,37.98,49.04
4775,1.17670,0.85684,0.68786,1.28112,0.89875,0.90469,1.19174,0.83454,0.90201,45.05,31.4,30.93,40.52,26.03,30.93,63.14,35.59,49.67
4776,0.95912,0.75423,0.65806,1.13410,0.83038,0.86550,1.13021,0.81718,0.77361,36.72,27.64,29.59,35.87,24.05,29.59,59.88,34.85,42.6
4777,0.81102,0.65245,0.63649,0.98171,0.80483,0.83712,1.06301,0.70346,0.76145,31.05,23.91,28.62,31.05,23.31,28.62,56.32,30,41.93
4778,0.75434,0.61698,0.60713,0.91310,0.77963,0.79851,1.05093,0.70346,0.76108,28.88,22.61,27.3,28.88,22.58,27.3,55.68,30,41.91
4779,0.70785,0.62817,0.61314,0.85682,0.79482,0.80817,1.05735,0.70346,0.76108,27.1,23.02,27.57,27.1,23.02,27.63,56.02,30,41.91
4780,0.66475,0.65873,0.64338,0.80465,0.82210,0.84912,1.13247,0.75645,0.76163,25.45,24.14,28.93,25.45,23.81,29.03,60,32.26,41.94
4781,0.66344,0.78643,0.75681,0.80307,0.99508,1.11031,1.05112,0.83665,0.77361,25.4,28.82,34.03,25.4,28.82,37.96,55.69,35.68,42.6
4782,0.70706,0.90295,0.80373,0.85587,1.14251,1.23316,0.98695,0.93443,0.96248,27.07,33.09,36.14,27.07,33.09,42.16,52.29,39.85,53
4783,0.77053,1.05658,0.84309,0.93270,1.22192,1.25510,0.96185,0.96186,1.27120,29.5,38.72,37.91,29.5,35.39,42.91,50.96,41.02,70
4784,0.86456,1.10898,0.89135,1.04652,1.13871,1.17232,0.96260,0.96655,1.26357,33.1,40.64,40.08,33.1,32.98,40.08,51,41.22,69.58
